0.0,0.0,0.0,0.0,0.0,-0.5,-0.25,-0.125,-0.0625,-0.03125,-0.015625,-0.0078125,-0.50390625,-0.251953125,-0.6259765625,-0.81298828125,0.093505859375,-0.4532470703125,-0.22662353515625,-0.113311767578125,-0.0566558837890625,0.47167205810546875,-0.2641639709472656,-0.1320819854736328,-0.0660409927368164,-0.0330204963684082,-0.0165102481842041,-0.00825512409210205,-0.004127562046051025,-0.0020637810230255127,-0.5010318905115128,-0.7505159452557564,-0.3752579726278782,0.3123710136860609,0.15618550684303045,0.07809275342151523,0.03904637671075761,0.019523188355378807,0.009761594177689403,0.5048807970888447,-0.24755960145557765,0
-0.5,0.25,-0.375,0.3125,-0.34375,-0.671875,-0.8359375,0.08203125,-0.458984375,0.2705078125,-0.36474609375,0.317626953125,-0.3411865234375,-0.17059326171875,0.414703369140625,0.7073516845703125,-0.14632415771484375,-0.07316207885742188,-0.03658103942871094,-0.01829051971435547,-0.009145259857177734,0.49542737007141113,0.24771368503570557,0.12385684251785278,0.5619284212589264,0.7809642106294632,0.8904821053147316,0.4452410526573658,0.2226205263286829,0.11131026316434145,0.055655131582170725,-0.47217243420891464,-0.7360862171044573,0.13195689144777134,-0.43402155427611433,0.28298922286194284,0.6414946114309714,0.3207473057154857,0.16037365285774285,0.08018682642887143,0.040093413214435714,1
-0.5,-0.75,-0.375,0.3125,0.15625,-0.421875,0.2890625,0.64453125,0.322265625,0.6611328125,0.33056640625,0.165283203125,0.0826416015625,0.04132080078125,-0.479339599609375,-0.2396697998046875,-0.6198348999023438,-0.3099174499511719,-0.15495872497558594,-0.07747936248779297,-0.038739681243896484,0.48063015937805176,-0.2596849203109741,-0.12984246015548706,-0.5649212300777435,-0.28246061503887177,-0.14123030751943588,-0.07061515375971794,-0.535307576879859,-0.2676537884399295,-0.13382689421996474,-0.06691344710998237,0.4665432764450088,0.2332716382225044,-0.3833641808887478,-0.1916820904443739,0.40415895477781305,0.20207947738890653,0.6010397386944533,0.30051986934722663,0.15025993467361332,0
-0.5,-0.75,0.125,-0.4375,-0.71875,-0.359375,-0.6796875,-0.33984375,-0.169921875,-0.0849609375,-0.54248046875,-0.771240234375,-0.3856201171875,-0.19281005859375,-0.096405029296875,-0.0482025146484375,-0.02410125732421875,-0.012050628662109375,-0.0060253143310546875,-0.0030126571655273438,-0.0015063285827636719,0.49924683570861816,-0.2503765821456909,-0.6251882910728455,-0.8125941455364227,-0.9062970727682114,0.04685146361589432,-0.47657426819205284,-0.7382871340960264,-0.8691435670480132,-0.4345717835240066,0.2827141082379967,0.14135705411899835,-0.4293214729405008,-0.2146607364702504,-0.1073303682351252,-0.0536651841175626,-0.0268325920587813,-0.01341629602939065,-0.006708148014695325,0.49664592599265234,0
0.0,0.0,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.0078125,0.00390625,0.001953125,0.0009765625,0.00048828125,0.000244140625,0.0001220703125,6.103515625e-05,3.0517578125e-05,1.52587890625e-05,7.62939453125e-06,3.814697265625e-06,1.9073486328125e-06,0.5000009536743164,0.7500004768371582,0.8750002384185791,0.43750011920928955,0.21875005960464478,0.10937502980232239,0.054687514901161194,-0.4726562425494194,-0.2363281212747097,-0.11816406063735485,-0.059082030318677425,-0.029541015159338713,-0.014770507579669356,-0.007385253789834678,-0.003692626894917339,-0.0018463134474586695,-0.0009231567237293348,-0.0004615783618646674,0.49976921081906767,-0.25011539459046617,1
0.0,-0.5,-0.75,-0.375,-0.1875,-0.09375,-0.046875,-0.0234375,-0.01171875,-0.005859375,-0.0029296875,-0.00146484375,0.499267578125,0.7496337890625,-0.12518310546875,0.437408447265625,-0.2812957763671875,-0.6406478881835938,-0.3203239440917969,-0.16016197204589844,-0.08008098602294922,0.4599595069885254,0.2299797534942627,0.11498987674713135,0.057494938373565674,0.028747469186782837,0.5143737345933914,0.2571868672966957,0.12859343364834785,0.06429671682417393,0.032148358412086964,0.016074179206043482,-0.49196291039697826,-0.7459814551984891,-0.37299072759924456,-0.18649536379962228,0.40675231810018886,0.20337615905009443,0.10168807952504721,0.05084403976252361,0.025422019881261804,1
0.5,-0.25,-0.625,-0.8125,-0.40625,-0.203125,-0.6015625,0.19921875,-0.400390625,-0.2001953125,0.39990234375,0.199951171875,0.5999755859375,0.29998779296875,0.649993896484375,0.3249969482421875,0.16249847412109375,0.08124923706054688,0.04062461853027344,0.02031230926513672,0.01015615463256836,0.5050780773162842,-0.2474609613418579,-0.623730480670929,0.18813475966453552,0.09406737983226776,0.5470336899161339,0.27351684495806694,0.13675842247903347,0.5683792112395167,0.7841896056197584,-0.10790519719012082,0.4460474014049396,0.7230237007024698,0.8615118503512349,0.43075592517561745,0.21537796258780872,0.10768898129390436,0.05384449064695218,0.02692224532347609,-0.48653887733826195,0
0.0,-0.5,-0.75,0.125,-0.4375,-0.71875,-0.359375,-0.1796875,-0.58984375,-0.294921875,-0.1474609375,-0.07373046875,-0.036865234375,-0.0184326171875,0.49078369140625,0.745391845703125,-0.1273040771484375,-0.5636520385742188,-0.7818260192871094,-0.3909130096435547,-0.19545650482177734,0.40227174758911133,0.20113587379455566,-0.39943206310272217,-0.6997160315513611,-0.8498580157756805,-0.42492900788784027,-0.7124645039439201,-0.35623225197196007,-0.17811612598598003,-0.08905806299299002,-0.04452903149649501,0.4777354842517525,-0.26113225787412375,-0.13056612893706188,-0.5652830644685309,-0.28264153223426547,0.35867923388286727,0.6793396169414336,0.3396698084707168,0.6698349042353584,1
0.5,0.75,0.875,0.4375,0.21875,0.609375,0.3046875,0.15234375,0.076171875,0.5380859375,0.26904296875,-0.365478515625,-0.1827392578125,-0.09136962890625,0.454315185546875,0.2271575927734375,0.11357879638671875,-0.4432106018066406,-0.2216053009033203,-0.11080265045166016,-0.05540132522583008,0.47229933738708496,-0.2638503313064575,-0.13192516565322876,-0.5659625828266144,-0.2829812914133072,0.3585093542933464,0.1792546771466732,0.0896273385733366,-0.4551863307133317,-0.22759316535666585,-0.11379658267833292,-0.5568982913391665,-0.7784491456695832,-0.8892245728347916,-0.4446122864173958,0.2776938567913021,0.13884692839565105,-0.4305765358021745,0.28471173209891276,-0.3576441339505436,1
0.5,-0.25,0.375,-0.3125,-0.15625,-0.078125,-0.5390625,-0.26953125,0.365234375,-0.3173828125,-0.15869140625,-0.079345703125,0.4603271484375,0.73016357421875,-0.134918212890625,-0.5674591064453125,-0.28372955322265625,-0.14186477661132812,-0.07093238830566406,-0.03546619415283203,-0.017733097076416016,0.491133451461792,-0.254433274269104,-0.627216637134552,-0.813608318567276,-0.906804159283638,-0.953402079641819,0.0232989601790905,0.5116494800895452,0.2558247400447726,0.6279123700223863,-0.18604381498880684,0.4069780925055966,0.2034890462527983,0.10174452312639914,0.5508722615631996,0.7754361307815998,0.8877180653907999,0.44385903269539995,-0.2780704836523,-0.13903524182615,0
